UCD2A,UCD2C,UCD2D,UCD2G,UCD2H,UCD2I,UCD2J,UCD2K,UCF17,AN4,AN8,AN11,HH6,HL4,HAP,WAP,WHP,BMI,windex5,melevel
YES,NO,NO,NO,NO,NO,NO,NO,CANNOT LEARN THINGS AT ALL,2,10.7,86.2,RURAL,MALE,19.6,2.9,6.3,14.4,Poorest,Secondary
YES,YES,YES,NO,YES,NO,YES,NO,NO DIFFICULTY,3,10.9,89.8,RURAL,FEMALE,1.3,.4,4,13.52,Poorest,Primary
YES,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,2,8.199999999999999,78.40000000000001,RURAL,FEMALE,1.7,.1,1.4,13.34,Poorest,Primary
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,4,99.59999999999999,999.6,RURAL,MALE,99.90000000000001,99.90000000000001,99.90000000000001,99.90000000000001,Middle,Higher secondary+
YES,YES,YES,YES,NO,YES,YES,YES,A LOT OF DIFFICULTY,4,10.6,97.09999999999999,RURAL,FEMALE,.8,0,.1,11.24,Poorest,Pre-primary or none
NO,YES,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,3,17.6,101.5,RURAL,FEMALE,95.09999999999999,94.09999999999999,86.09999999999999,17.08,Fourth,Higher secondary+
YES,YES,YES,NO,YES,NO,YES,NO,NO DIFFICULTY,3,14.6,97.2,RURAL,FEMALE,23.9,27.8,48.5,15.45,Second,Secondary
,,,,,,,,,,,,RURAL,FEMALE,,,,,0,Higher secondary+
,,,,,,,,,0,8.300000000000001,69.40000000000001,RURAL,FEMALE,83.2,80.8,54.3,17.23,Poorest,Secondary
YES,YES,YES,YES,NO,YES,YES,YES,SOME DIFFICULTY,4,16.8,109.3,RURAL,FEMALE,65.90000000000001,36.9,22,14.06,Poorest,Secondary
,,,,,,,,,0,6.4,64,RURAL,FEMALE,11.1,8.800000000000001,34.4,15.63,Second,Secondary
NO,YES,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,2,9.1,80.40000000000001,RURAL,FEMALE,.7,.2,4.4,14.08,Second,Secondary
NO,YES,YES,NO,YES,NO,NO,NO,,1,10.2,73.8,RURAL,FEMALE,21.5,60.6,86.40000000000001,18.73,Poorest,Secondary
NO,YES,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,4,13.7,100.1,RURAL,FEMALE,6.1,2.9,10.6,13.67,Poorest,Secondary
,,,,,,,,,0,2.2,41.3,RURAL,MALE,0,.3,99.90000000000001,12.9,Poorest,Higher secondary+
NO,YES,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,2,10.8,86.40000000000001,RURAL,FEMALE,4.1,1.8,10.9,14.47,Poorest,Higher secondary+
NO,YES,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,2,10.5,81.7,RURAL,FEMALE,1.6,3.3,26.9,15.73,Middle,Higher secondary+
YES,YES,YES,YES,NO,YES,YES,YES,SOME DIFFICULTY,2,9.800000000000001,84.8,RURAL,MALE,1.7,.2,1.8,13.63,Poorest,Primary
YES,YES,YES,NO,NO,YES,YES,YES,SOME DIFFICULTY,2,10.4,80.3,RURAL,MALE,.3,1.4,25.6,16.13,Second,Primary
YES,NO,NO,NO,NO,NO,NO,NO,,1,8.9,75.59999999999999,RURAL,MALE,1.4,1.5,9.6,15.57,Fourth,Higher secondary+
,,,,,,,,,0,7.4,69.2,RURAL,FEMALE,11.3,4.5,16.6,15.45,Poorest,Primary
YES,YES,YES,NO,NO,NO,NO,NO,CANNOT LEARN THINGS AT ALL,3,9.4,87.3,RURAL,FEMALE,2.5,.1,.4,12.33,Poorest,Secondary
YES,NO,YES,NO,NO,NO,NO,NO,,1,10.3,79.3,RURAL,MALE,65.40000000000001,38.1,29.2,16.38,Poorest,Primary
NO,YES,NO,NO,YES,NO,NO,NO,,1,8.9,77,RURAL,FEMALE,20.8,7.4,9.9,15.01,Middle,Higher secondary+
YES,YES,YES,NO,NO,YES,YES,YES,SOME DIFFICULTY,2,9.699999999999999,80.40000000000001,RURAL,MALE,1.6,.6,8.800000000000001,15.01,Poorest,Secondary
,,,,,,,,,0,3.6,51.3,RURAL,FEMALE,0,0,50.5,13.68,Second,Higher secondary+
YES,YES,YES,YES,NO,YES,YES,YES,NO DIFFICULTY,3,12.3,96.8,RURAL,MALE,10.3,1.3,2.2,13.13,Poorest,Primary
,,,,,,,,,0,5.2,57.5,RURAL,MALE,16.6,29.4,63.6,15.73,Poorest,Primary
YES,YES,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,2,10.6,86.2,RURAL,FEMALE,2.6,1,8.4,14.27,Poorest,Primary
NO,YES,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,3,13.3,90.7,RURAL,FEMALE,1.9,11,55.7,16.17,Poorest,Secondary
YES,YES,YES,YES,NO,YES,NO,NO,NO DIFFICULTY,3,13.4,95.09999999999999,RURAL,MALE,21.7,11.7,19.5,14.82,Poorest,Secondary
NO,YES,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,2,11.6,89.2,RURAL,MALE,77.59999999999999,19.7,10,14.58,Poorest,Secondary
YES,YES,YES,YES,NO,YES,YES,YES,SOME DIFFICULTY,3,11.4,93,RURAL,MALE,8.6,.9,1.8,13.18,Poorest,Higher secondary+
,,,,,,,,,0,4.9,64.2,RURAL,FEMALE,36.9,.8,.4,11.89,Poorest,Secondary
,,,,,,,,,,,,RURAL,FEMALE,,,,,0,Secondary
NO,NO,NO,NO,NO,NO,NO,NO,,1,7.8,69.59999999999999,RURAL,FEMALE,2,3.2,27.6,16.1,Poorest,Higher secondary+
NO,YES,YES,NO,NO,NO,YES,YES,NO DIFFICULTY,3,11.3,87.2,RURAL,MALE,.2,.7,12,14.86,Poorest,Primary
,,,,,,,,,0,6,57.6,RURAL,FEMALE,40.3,90.09999999999999,95.59999999999999,18.08,Poorest,Primary
,,,,,,,,,0,4.3,53.4,RURAL,MALE,.1,3.1,71.3,15.08,Middle,Higher secondary+
YES,YES,YES,NO,NO,NO,NO,NO,CANNOT LEARN THINGS AT ALL,3,11.6,90.09999999999999,RURAL,MALE,6,2.2,7.5,14.29,Poorest,Primary
NO,YES,YES,NO,YES,NO,NO,NO,,1,10.9,85,RURAL,MALE,84.8,34.3,13.1,15.09,Second,Primary
NO,NO,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,4,11.5,95.7,RURAL,MALE,.8,.1,.7,12.56,Poorest,Primary
NO,YES,YES,NO,NO,NO,NO,NO,,1,10.5,78.7,RURAL,FEMALE,18.4,35.8,56.7,16.95,Middle,Secondary
,,,,,,,,,0,3.1,46.4,RURAL,FEMALE,2.7,29.3,99.90000000000001,14.4,Middle,Higher secondary+
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,15.6,99.3,RURAL,FEMALE,40,49.1,60,15.82,Fourth,Higher secondary+
NO,YES,YES,NO,YES,NO,YES,NO,,1,10.2,79.09999999999999,RURAL,MALE,33,21.9,26.9,16.3,Middle,Higher secondary+
NO,YES,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,3,14.8,100.4,RURAL,MALE,32.6,17.9,22.3,14.68,Fourth,Secondary
YES,YES,YES,NO,YES,YES,YES,YES,SOME DIFFICULTY,2,9.6,81.59999999999999,RURAL,FEMALE,4,1,7.3,14.42,Second,Higher secondary+
YES,YES,YES,NO,NO,NO,YES,YES,NO DIFFICULTY,2,12.7,86.5,RURAL,MALE,58.3,57.1,56.6,16.97,Richest,Higher secondary+
YES,YES,YES,NO,NO,YES,YES,YES,,1,12.6,83.7,RURAL,FEMALE,46.8,84.09999999999999,92.2,17.99,Richest,Higher secondary+
YES,YES,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,4,15,98.59999999999999,RURAL,FEMALE,9.699999999999999,19.3,49.9,15.43,Richest,Higher secondary+
NO,NO,YES,NO,NO,NO,NO,NO,,1,10.8,82.40000000000001,RURAL,FEMALE,27.8,29.2,38.4,15.91,Fourth,Higher secondary+
YES,YES,YES,NO,NO,NO,NO,YES,NO DIFFICULTY,2,9.699999999999999,85.7,RURAL,FEMALE,43,2,1.7,13.21,Richest,Higher secondary+
,,,,,,,,,0,8.9,74.59999999999999,RURAL,MALE,30.8,11.4,15.1,15.99,Fourth,Higher secondary+
,,,,,,,,,0,8.699999999999999,74.8,RURAL,FEMALE,80.59999999999999,35.3,15.9,15.55,Richest,Secondary
NO,YES,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,3,13.3,94.5,RURAL,FEMALE,18.6,13.2,28.9,14.89,Fourth,Pre-primary or none
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,11.8,85.59999999999999,RURAL,FEMALE,17.9,21.1,44,16.1,Richest,Secondary
YES,YES,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,4,14.4,93.2,RURAL,FEMALE,.8,13.8,68.7,16.58,Fourth,Secondary
,,,,,,,,,0,8.6,66.7,RURAL,FEMALE,61.9,93.59999999999999,93.7,19.33,Fourth,Secondary
NO,YES,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,2,10.3,80.09999999999999,RURAL,FEMALE,.9,3.2,31.1,16.05,Middle,Higher secondary+
YES,YES,YES,NO,NO,YES,YES,YES,NO DIFFICULTY,2,12.1,86.3,RURAL,MALE,14.7,17,38.9,16.25,Poorest,Primary
YES,YES,YES,NO,YES,NO,NO,NO,CANNOT LEARN THINGS AT ALL,3,12.9,98.7,RURAL,FEMALE,88.8,19.6,5.4,13.24,Poorest,Primary
YES,YES,YES,YES,NO,YES,YES,YES,,1,10.2,80,RURAL,MALE,11.6,10.3,20.4,15.94,Poorest,Primary
YES,NO,NO,NO,NO,NO,NO,NO,CANNOT LEARN THINGS AT ALL,2,11.4,87.59999999999999,RURAL,MALE,62.5,15.9,12.3,14.86,Poorest,Primary
NO,YES,YES,NO,YES,NO,NO,NO,,1,9.4,78.09999999999999,RURAL,FEMALE,2,3.9,16.9,15.14,Fourth,Primary
NO,YES,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,4,15.1,91.3,RURAL,FEMALE,.3,26.7,90,18.11,Fourth,Primary
YES,YES,YES,NO,NO,NO,YES,YES,SOME DIFFICULTY,2,10.6,89.40000000000001,RURAL,FEMALE,24.1,1.6,2.6,13.26,Poorest,Primary
NO,YES,NO,NO,YES,NO,NO,NO,NO DIFFICULTY,3,12.9,93.2,RURAL,FEMALE,3,4.5,26,14.85,Poorest,Primary
,,,,,,,,,,,,RURAL,MALE,,,,,0,Secondary
NO,YES,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,2,11.4,87.2,RURAL,MALE,6.2,3.6,13.9,14.99,Poorest,Primary
,,,,,,,,,0,7.1,69.5,RURAL,FEMALE,82.09999999999999,30.7,7.4,14.7,Second,Primary
NO,YES,YES,NO,YES,NO,YES,NO,NO DIFFICULTY,2,11.9,85.7,RURAL,MALE,3.7,8.199999999999999,36.6,16.2,Middle,Secondary
YES,YES,YES,NO,NO,NO,YES,YES,SOME DIFFICULTY,2,10.4,84.7,RURAL,MALE,28.9,3.3,6.4,14.5,Poorest,Secondary
NO,NO,NO,NO,NO,NO,NO,NO,,1,8.300000000000001,76.8,RURAL,FEMALE,21.1,2.6,2.6,14.07,Poorest,Secondary
,,,,,,,,,0,7.8,71.40000000000001,RURAL,MALE,24.4,4.7,7.1,15.3,Second,Primary
,,,,,,,,,0,4.6,56.7,RURAL,FEMALE,6,8,43.6,14.31,Poorest,Secondary
NO,YES,YES,NO,YES,NO,YES,NO,,1,7.8,68.7,RURAL,FEMALE,0,1,38.6,16.53,Poorest,Secondary
NO,YES,YES,NO,YES,NO,NO,NO,,1,9.1,74.2,RURAL,FEMALE,1.7,7.5,35.4,16.53,Poorest,Primary
NO,YES,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,3,9.699999999999999,84.3,RURAL,MALE,0,0,1.8,13.65,Poorest,Secondary
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,14.8,91.3,RURAL,MALE,6.2,39.6,80,17.75,Poorest,Secondary
YES,YES,YES,NO,NO,NO,YES,YES,SOME DIFFICULTY,2,11.5,93.7,RURAL,FEMALE,63.3,5.8,2.9,13.1,Poorest,Secondary
NO,NO,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,3,15.3,93.2,RURAL,FEMALE,26,64.90000000000001,86.2,17.61,Poorest,Secondary
,,,,,,,,,0,13.7,75.8,RURAL,MALE,89.40000000000001,99.8,99.8,23.84,Poorest,Secondary
,,,,,,,,,0,7.2,70.09999999999999,RURAL,MALE,9.199999999999999,.9,3.4,14.65,Poorest,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,,1,8.1,69.7,RURAL,FEMALE,0,.9,40.1,16.67,Poorest,Secondary
NO,YES,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,2,9.699999999999999,82.40000000000001,RURAL,MALE,13.7,.9,4.1,14.29,Poorest,Primary
NO,YES,YES,NO,YES,NO,YES,NO,NO DIFFICULTY,2,12.2,92.09999999999999,RURAL,MALE,95.2,36.7,9.800000000000001,14.38,Fourth,Secondary
YES,YES,YES,NO,NO,YES,YES,YES,NO DIFFICULTY,2,12.3,87.59999999999999,RURAL,MALE,33.2,25,35.9,16.03,Richest,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,,1,11,82.3,RURAL,FEMALE,89.90000000000001,71.40000000000001,48,16.24,Fourth,Higher secondary+
YES,YES,YES,NO,YES,NO,YES,NO,NO DIFFICULTY,4,14.1,100.2,RURAL,MALE,13.4,5.4,10.9,14.04,Middle,Higher secondary+
YES,YES,YES,NO,NO,YES,YES,YES,NO DIFFICULTY,2,10.9,80.40000000000001,RURAL,FEMALE,4.3,14.6,50.8,16.86,Poorest,Secondary
NO,NO,NO,NO,YES,NO,NO,NO,SOME DIFFICULTY,4,12.2,96.59999999999999,RURAL,MALE,3.2,.6,2,13.07,Poorest,Primary
NO,NO,NO,NO,NO,NO,NO,NO,CANNOT LEARN THINGS AT ALL,2,10.6,82.3,RURAL,MALE,.5,1.4,19.2,15.65,Poorest,Secondary
YES,YES,YES,YES,NO,YES,YES,YES,SOME DIFFICULTY,3,12.2,94.3,RURAL,FEMALE,11.9,2.7,7.8,13.72,Poorest,Primary
NO,YES,YES,NO,YES,NO,NO,NO,,1,9.800000000000001,81.2,RURAL,MALE,13.9,4.3,6,14.86,Poorest,Secondary
,,,,,,,,,0,9.199999999999999,71.2,RURAL,MALE,70.90000000000001,78.5,65,18.15,Poorest,Primary
NO,YES,YES,NO,NO,NO,NO,NO,,1,7.1,70.3,RURAL,FEMALE,6.5,.9,4.5,14.37,Second,Pre-primary or none
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,20.3,105.6,RURAL,MALE,42.9,88.59999999999999,96.7,18.2,Poorest,Secondary
,,,,,,,,,,,,RURAL,MALE,,,,,0,Secondary
NO,YES,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,2,14.3,88.7,RURAL,FEMALE,9,55.2,87.90000000000001,18.18,Poorest,Secondary
,,,,,,,,,0,7.4,63.7,RURAL,FEMALE,4,27,86.8,18.24,Poorest,Pre-primary or none
YES,YES,YES,NO,YES,NO,YES,NO,NO DIFFICULTY,4,16.5,108.6,RURAL,MALE,69.59999999999999,28.8,13.7,13.99,Fourth,Secondary
YES,YES,YES,YES,NO,YES,YES,YES,NO DIFFICULTY,4,12.1,95.59999999999999,RURAL,MALE,.3,.2,2.4,13.24,Second,Secondary
NO,YES,YES,NO,NO,NO,YES,YES,NO DIFFICULTY,2,12.8,89.7,RURAL,FEMALE,40.6,36,47.8,15.91,Second,Secondary
,,,,,,,,,0,5.6,60.2,RURAL,FEMALE,9.800000000000001,13.9,50.1,15.45,Second,Secondary
NO,YES,YES,NO,NO,NO,YES,NO,,1,11.3,86.40000000000001,RURAL,MALE,78.7,34.9,16.4,15.14,Richest,Higher secondary+
YES,YES,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,3,13.7,89.59999999999999,RURAL,FEMALE,5.2,28.8,72.59999999999999,17.06,Poorest,Secondary
,,,,,,,,,,,,RURAL,FEMALE,,,,,0,Higher secondary+
YES,YES,YES,NO,NO,YES,YES,YES,SOME DIFFICULTY,2,11.3,87.59999999999999,RURAL,MALE,4.5,2.4,10.6,14.73,Poorest,Primary
YES,YES,YES,NO,YES,NO,YES,NO,,1,10.6,80,RURAL,FEMALE,17,30.4,49.6,16.56,Poorest,Primary
YES,YES,YES,YES,NO,YES,YES,YES,NO DIFFICULTY,4,15.2,100.6,RURAL,MALE,8.699999999999999,10.6,30.5,15.02,Poorest,Primary
,,,,,,,,,0,6.4,65.59999999999999,RURAL,FEMALE,39.7,14.8,15.3,14.87,Poorest,Secondary
NO,YES,YES,NO,YES,NO,NO,NO,SOME DIFFICULTY,3,14.3,96.8,RURAL,FEMALE,34.2,29.2,42.3,15.26,Poorest,Secondary
YES,NO,NO,NO,NO,NO,NO,NO,,1,8.1,78.3,RURAL,FEMALE,39.4,1.8,.6,13.21,Poorest,Primary
NO,NO,YES,NO,NO,NO,NO,NO,,1,7.8,78.40000000000001,RURAL,FEMALE,.9,.1,.2,12.69,Poorest,Primary
,,,,,,,,,,,,RURAL,MALE,,,,,0,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,,1,8.199999999999999,73.40000000000001,RURAL,MALE,.3,.3,5.8,15.22,Poorest,Primary
YES,YES,YES,NO,NO,NO,NO,NO,,1,11.4,82.59999999999999,RURAL,MALE,31.7,36.7,48,16.71,Poorest,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,CANNOT LEARN THINGS AT ALL,2,10.6,81.7,RURAL,FEMALE,4.5,6.5,30.2,15.88,Poorest,Primary
YES,YES,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,2,12.3,85.7,RURAL,MALE,50.8,48.1,50.7,16.75,Fourth,Secondary
YES,YES,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,4,14,97.8,RURAL,FEMALE,10.6,9.5,27,14.64,Fourth,Secondary
,,,,,,,,,0,5.5,60.7,RURAL,FEMALE,49.1,38.9,35.3,14.93,Poorest,Primary
YES,YES,YES,NO,YES,NO,NO,NO,,1,8.199999999999999,77.09999999999999,RURAL,FEMALE,1.5,.4,1.7,13.79,Poorest,Primary
NO,YES,YES,NO,YES,NO,NO,NO,A LOT OF DIFFICULTY,4,12,95.59999999999999,RURAL,FEMALE,1.6,.5,3.6,13.13,Poorest,Primary
NO,NO,YES,NO,NO,NO,NO,NO,CANNOT LEARN THINGS AT ALL,2,9.300000000000001,81.90000000000001,RURAL,FEMALE,14.5,1.2,3.6,13.86,Middle,Primary
YES,YES,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,2,12,91.59999999999999,RURAL,MALE,71.2,16.2,8.5,14.3,Fourth,Higher secondary+
YES,YES,YES,YES,YES,YES,YES,NO,NO DIFFICULTY,3,12.5,95.7,RURAL,MALE,31.7,5.1,4.7,13.65,Poorest,Secondary
YES,NO,NO,NO,NO,YES,YES,YES,NO DIFFICULTY,2,11.4,82.7,RURAL,MALE,5.9,11.5,42.3,16.67,Poorest,Primary
YES,YES,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,2,11.1,84.8,RURAL,MALE,22.8,8.9,18.4,15.44,Poorest,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,SOME DIFFICULTY,3,13.4,97.2,RURAL,MALE,11.3,4.8,10.9,14.18,Second,Secondary
,,,,,,,,,0,6.7,60.3,RURAL,MALE,28.7,72.7,91.3,18.43,Poorest,Higher secondary+
NO,YES,NO,NO,YES,NO,NO,NO,,1,12.1,83.2,RURAL,FEMALE,68.8,83.90000000000001,83.59999999999999,17.48,Poorest,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,,1,10.9,77.09999999999999,RURAL,MALE,61.5,73.5,74.2,18.01,Second,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,A LOT OF DIFFICULTY,4,17.3,112.1,RURAL,MALE,97.59999999999999,58,10.8,13.77,Middle,Secondary
NO,YES,YES,YES,NO,YES,YES,YES,NO DIFFICULTY,2,11.2,89.7,RURAL,FEMALE,15.6,2.8,7.1,13.92,Second,Secondary
NO,YES,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,2,14.7,91.40000000000001,RURAL,FEMALE,83.40000000000001,89.3,83.90000000000001,17.6,Richest,Higher secondary+
YES,YES,YES,YES,YES,NO,NO,NO,NO DIFFICULTY,4,15.3,103.4,RURAL,MALE,28.2,13.3,17.1,14.31,Middle,Higher secondary+
NO,YES,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,3,11.9,90.2,RURAL,FEMALE,13.3,6,17.3,14.63,Poorest,Secondary
,,,,,,,,,0,5.9,61.4,RURAL,FEMALE,16.4,19.6,48,15.65,Poorest,Secondary
YES,YES,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,4,12.9,98.40000000000001,RURAL,FEMALE,2.7,1,6,13.32,Poorest,Primary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,12.2,87.8,RURAL,FEMALE,48.1,36.1,41.4,15.83,Poorest,Secondary
YES,YES,YES,YES,NO,YES,YES,YES,SOME DIFFICULTY,4,16,106.4,RURAL,MALE,30,13.1,15.4,14.13,Poorest,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,SOME DIFFICULTY,2,9.699999999999999,81.7,RURAL,FEMALE,13.6,2.8,8.4,14.53,Poorest,Secondary
YES,YES,YES,NO,YES,NO,YES,YES,,1,6.9,70.40000000000001,RURAL,FEMALE,.7,.1,2.4,13.92,Poorest,Secondary
YES,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,3,13.1,94.3,RURAL,MALE,23.6,10.9,17,14.73,Poorest,Higher secondary+
,,,,,,,,,0,6.8,68.7,RURAL,FEMALE,13.1,1.6,5.8,14.41,Poorest,Secondary
YES,YES,YES,NO,NO,NO,YES,YES,SOME DIFFICULTY,4,14.4,97.59999999999999,RURAL,MALE,9.4,10.7,29.3,15.12,Poorest,Secondary
NO,YES,YES,NO,YES,NO,NO,NO,SOME DIFFICULTY,2,13.4,96.90000000000001,RURAL,MALE,78.09999999999999,26.1,11.9,14.27,Poorest,Primary
,,,,,,,,,0,3.2,47.4,RURAL,FEMALE,1.8,19.6,99.90000000000001,14.24,Poorest,Secondary
YES,YES,YES,NO,YES,YES,NO,NO,NO DIFFICULTY,4,13.7,99.5,RURAL,FEMALE,13.3,5.3,12.6,13.84,Poorest,Primary
NO,YES,YES,NO,YES,NO,NO,NO,SOME DIFFICULTY,3,13.2,96.40000000000001,RURAL,FEMALE,21.9,8.6,16.3,14.2,Poorest,Secondary
YES,YES,YES,YES,NO,YES,YES,YES,,1,9.199999999999999,78.3,RURAL,FEMALE,55.9,17.1,10.9,15.01,Poorest,Primary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,13.1,98.40000000000001,RURAL,FEMALE,1.4,1,8,13.53,Poorest,Pre-primary or none
NO,YES,NO,NO,NO,NO,NO,NO,,1,9.199999999999999,78,RURAL,MALE,11.4,3.4,6.2,15.12,Poorest,Pre-primary or none
NO,YES,YES,YES,NO,YES,YES,YES,,1,10.7,81.59999999999999,RURAL,MALE,5.3,9.199999999999999,26.9,16.07,Middle,Secondary
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,15.7,98.3,RURAL,FEMALE,9.9,33.6,68.5,16.25,Fourth,Secondary
NO,YES,YES,NO,NO,YES,YES,YES,NO DIFFICULTY,2,12.3,89.40000000000001,RURAL,FEMALE,84.90000000000001,53.6,33,15.39,Poorest,Secondary
,,,,,,,,,0,3.8,51.2,RURAL,MALE,8.800000000000001,24,69.5,14.5,Poorest,Primary
YES,YES,YES,YES,YES,YES,YES,NO,SOME DIFFICULTY,4,14.9,101.2,RURAL,FEMALE,8.9,10,28.5,14.55,Poorest,Primary
,,,,,,,,,0,6.4,66.5,RURAL,MALE,40.8,10.2,5.5,14.47,Second,Secondary
NO,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,3,12.8,87.40000000000001,URBAN,MALE,.4,6.3,53.8,16.76,Richest,Secondary
,,,,,,,,,0,7.8,63.9,URBAN,FEMALE,91.09999999999999,99.59999999999999,94.3,19.1,Fourth,Higher secondary+
YES,NO,YES,NO,YES,NO,NO,NO,SOME DIFFICULTY,4,13.2,97,URBAN,FEMALE,.5,1.1,13.8,14.03,Poorest,Pre-primary or none
YES,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,2,14.8,91.40000000000001,URBAN,MALE,58.1,75.90000000000001,79.59999999999999,17.72,Richest,Secondary
YES,NO,YES,NO,NO,NO,NO,NO,SOME DIFFICULTY,4,14.6,99.40000000000001,URBAN,MALE,9.6,8.699999999999999,23.4,14.78,Poorest,Primary
,,,,,,,,,0,5.8,63.4,URBAN,FEMALE,98.3,84.40000000000001,15.1,14.43,Richest,Higher secondary+
NO,NO,NO,NO,NO,NO,NO,NO,SOME DIFFICULTY,2,9.199999999999999,71.2,URBAN,FEMALE,0,.9,59.1,18.15,Fourth,Secondary
YES,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,2,12,89.59999999999999,URBAN,FEMALE,52.8,22.7,22.9,14.95,Poorest,Secondary
,,,,,,,,,0,4.7,59.2,URBAN,FEMALE,63.3,28.9,14.6,13.41,Fourth,Secondary
YES,NO,NO,NO,NO,NO,NO,NO,CANNOT LEARN THINGS AT ALL,2,7,71.5,URBAN,FEMALE,0,0,2.6,13.69,Middle,Higher secondary+
NO,NO,YES,NO,NO,NO,NO,NO,,1,10.5,84.90000000000001,URBAN,MALE,36.6,8.9,6.2,14.57,Fourth,Secondary
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,14.2,102.5,URBAN,MALE,7.6,2.2,6,13.52,Fourth,Secondary
YES,YES,NO,NO,YES,YES,YES,NO,NO DIFFICULTY,3,12.7,95.90000000000001,URBAN,FEMALE,41.9,9.199999999999999,9.9,13.81,Richest,Secondary
YES,YES,YES,NO,NO,YES,NO,NO,SOME DIFFICULTY,3,12,90.8,URBAN,FEMALE,1.1,1.6,16.7,14.55,Second,Secondary
,,,,,,,,,0,8.199999999999999,71.09999999999999,URBAN,FEMALE,64.90000000000001,39.8,28.2,16.22,Richest,Secondary
,,,,,,,,,0,5.4,57,URBAN,MALE,3.3,20.6,80.5,16.62,Richest,Secondary
NO,NO,YES,NO,NO,NO,YES,NO,SOME DIFFICULTY,4,12.8,98.2,URBAN,FEMALE,7.7,1.7,5.5,13.27,Middle,Higher secondary+
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,11.9,89.2,URBAN,FEMALE,1,2.1,22.5,14.96,Fourth,Secondary
NO,NO,NO,NO,NO,NO,NO,NO,SOME DIFFICULTY,4,12.2,93.2,URBAN,FEMALE,.3,.6,11,14.05,Poorest,Primary
,,,,,,,,,,,,URBAN,FEMALE,,,,,0,Secondary
YES,NO,YES,NO,NO,NO,NO,NO,,1,8.6,72.2,URBAN,MALE,.1,.9,24.6,16.5,Second,Secondary
,,,,,,,,,,,,URBAN,MALE,,,,,0,Higher secondary+
,,,,,,,,,0,7.1,64.7,URBAN,FEMALE,22.8,35.3,61.7,16.96,Middle,Secondary
,,,,,,,,,0,7.8,69.40000000000001,URBAN,MALE,26.8,14.9,21.9,16.19,Fourth,Secondary
YES,YES,YES,YES,YES,YES,YES,NO,NO DIFFICULTY,3,11.3,91.09999999999999,URBAN,FEMALE,2,.6,5.2,13.62,Second,Pre-primary or none
NO,YES,YES,YES,NO,YES,YES,NO,NO DIFFICULTY,4,14,105.4,URBAN,FEMALE,48.9,5.5,2.8,12.6,Second,Secondary
